==19444== NVPROF is profiling process 19444, command: ../optNonNP/lss --image ../inputs/fractal/fractal.intensities.pgm --labels ../inputs/fractal/fractal.label.pgm --params ../inputs/fractal/fractal.params
==19444== Profiling application: ../optNonNP/lss --image ../inputs/fractal/fractal.intensities.pgm --labels ../inputs/fractal/fractal.label.pgm --params ../inputs/fractal/fractal.params
==19444== Profiling result:
   Start  Duration  Name
392.24ms     189ns  cudaSetupArgument
392.24ms     181ns  cudaSetupArgument
392.24ms     174ns  cudaSetupArgument
392.24ms     183ns  cudaSetupArgument
392.24ms     173ns  cudaSetupArgument
392.24ms  8.5300us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [565])
392.25ms  1.2940ms  cudaMemcpyAsync
393.55ms  4.6080us  cudaMemcpyAsync
393.55ms     295ns  cudaConfigureCall
393.55ms     311ns  cudaSetupArgument
393.55ms     181ns  cudaSetupArgument
393.55ms     179ns  cudaSetupArgument
393.55ms     172ns  cudaSetupArgument
393.55ms     176ns  cudaSetupArgument
393.55ms     176ns  cudaSetupArgument
393.55ms     180ns  cudaSetupArgument
393.56ms  8.4630us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [576])
393.56ms  1.0081ms  cudaMemcpyAsync
394.57ms  5.1110us  cudaMemcpyAsync
394.58ms     322ns  cudaConfigureCall
394.58ms     312ns  cudaSetupArgument
394.58ms     180ns  cudaSetupArgument
394.58ms     181ns  cudaSetupArgument
394.58ms     174ns  cudaSetupArgument
394.58ms     177ns  cudaSetupArgument
394.58ms     175ns  cudaSetupArgument
394.58ms     180ns  cudaSetupArgument
394.58ms  8.7490us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [587])
394.59ms  1.1215ms  cudaMemcpyAsync
395.71ms  4.7340us  cudaMemcpyAsync
395.72ms     323ns  cudaConfigureCall
395.72ms     307ns  cudaSetupArgument
395.72ms     180ns  cudaSetupArgument
395.72ms     180ns  cudaSetupArgument
395.72ms     176ns  cudaSetupArgument
395.72ms     174ns  cudaSetupArgument
395.72ms     174ns  cudaSetupArgument
395.72ms     183ns  cudaSetupArgument
395.72ms  8.7860us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [598])
395.73ms  943.33us  cudaMemcpyAsync
396.67ms  4.6540us  cudaMemcpyAsync
396.68ms     291ns  cudaConfigureCall
396.68ms     310ns  cudaSetupArgument
396.68ms     179ns  cudaSetupArgument
396.68ms     181ns  cudaSetupArgument
396.68ms     175ns  cudaSetupArgument
396.68ms     174ns  cudaSetupArgument
396.68ms     173ns  cudaSetupArgument
396.68ms     182ns  cudaSetupArgument
396.68ms  8.4180us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [609])
396.69ms  1.3354ms  cudaMemcpyAsync
398.03ms  5.3460us  cudaMemcpyAsync
398.03ms     344ns  cudaConfigureCall
398.03ms     313ns  cudaSetupArgument
398.03ms     180ns  cudaSetupArgument
398.03ms     180ns  cudaSetupArgument
398.03ms     195ns  cudaSetupArgument
398.03ms     174ns  cudaSetupArgument
398.04ms     174ns  cudaSetupArgument
398.04ms     182ns  cudaSetupArgument
398.04ms  9.2600us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [620])
398.05ms  936.87us  cudaMemcpyAsync
398.98ms  4.7780us  cudaMemcpyAsync
398.99ms     309ns  cudaConfigureCall
398.99ms     292ns  cudaSetupArgument
398.99ms     187ns  cudaSetupArgument
398.99ms     187ns  cudaSetupArgument
398.99ms     181ns  cudaSetupArgument
398.99ms     183ns  cudaSetupArgument
398.99ms     173ns  cudaSetupArgument
398.99ms     174ns  cudaSetupArgument
398.99ms  8.4540us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [631])
399.00ms  1.3024ms  cudaMemcpyAsync
400.30ms  4.7740us  cudaMemcpyAsync
400.31ms     321ns  cudaConfigureCall
400.31ms     308ns  cudaSetupArgument
400.31ms     186ns  cudaSetupArgument
400.31ms     188ns  cudaSetupArgument
400.31ms     175ns  cudaSetupArgument
400.31ms     180ns  cudaSetupArgument
400.31ms     184ns  cudaSetupArgument
400.31ms     175ns  cudaSetupArgument
400.31ms  8.6090us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [642])
400.32ms  1.1894ms  cudaMemcpyAsync
401.51ms  4.7490us  cudaMemcpyAsync
401.52ms     310ns  cudaConfigureCall
401.52ms     315ns  cudaSetupArgument
401.52ms     179ns  cudaSetupArgument
401.52ms     180ns  cudaSetupArgument
401.52ms     174ns  cudaSetupArgument
401.52ms     174ns  cudaSetupArgument
401.52ms     174ns  cudaSetupArgument
401.52ms     180ns  cudaSetupArgument
401.52ms  8.3520us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [653])
401.53ms  1.1625ms  cudaMemcpyAsync
402.69ms  5.3620us  cudaMemcpyAsync
402.70ms     343ns  cudaConfigureCall
402.70ms     316ns  cudaSetupArgument
402.70ms     177ns  cudaSetupArgument
402.70ms     180ns  cudaSetupArgument
402.70ms     198ns  cudaSetupArgument
402.70ms     177ns  cudaSetupArgument
402.70ms     173ns  cudaSetupArgument
402.70ms     174ns  cudaSetupArgument
402.70ms  8.9090us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [664])
402.71ms  1.0687ms  cudaMemcpyAsync
403.78ms  4.5050us  cudaMemcpyAsync
403.78ms     297ns  cudaConfigureCall
403.78ms     297ns  cudaSetupArgument
403.78ms     179ns  cudaSetupArgument
403.78ms     179ns  cudaSetupArgument
403.78ms     171ns  cudaSetupArgument
403.79ms     171ns  cudaSetupArgument
403.79ms     173ns  cudaSetupArgument
403.79ms     169ns  cudaSetupArgument
403.79ms  8.0970us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [675])
403.79ms  1.2828ms  cudaMemcpyAsync
405.08ms  4.5500us  cudaMemcpyAsync
405.08ms     300ns  cudaConfigureCall
405.08ms     287ns  cudaSetupArgument
405.08ms     178ns  cudaSetupArgument
405.08ms     180ns  cudaSetupArgument
405.08ms     192ns  cudaSetupArgument
405.08ms     175ns  cudaSetupArgument
405.09ms     174ns  cudaSetupArgument
405.09ms     172ns  cudaSetupArgument
405.09ms  8.3200us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [686])
405.09ms  1.1832ms  cudaMemcpyAsync
406.28ms  5.0750us  cudaMemcpyAsync
406.28ms     323ns  cudaConfigureCall
406.28ms     305ns  cudaSetupArgument
406.28ms     177ns  cudaSetupArgument
406.29ms     178ns  cudaSetupArgument
406.29ms     174ns  cudaSetupArgument
406.29ms     171ns  cudaSetupArgument
406.29ms     171ns  cudaSetupArgument
406.29ms     173ns  cudaSetupArgument
406.29ms  8.5240us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [697])
406.30ms  1.1515ms  cudaMemcpyAsync
407.45ms  4.5470us  cudaMemcpyAsync
407.45ms     311ns  cudaConfigureCall
407.45ms     287ns  cudaSetupArgument
407.45ms     180ns  cudaSetupArgument
407.45ms     180ns  cudaSetupArgument
407.45ms     169ns  cudaSetupArgument
407.46ms     175ns  cudaSetupArgument
407.46ms     170ns  cudaSetupArgument
407.46ms     169ns  cudaSetupArgument
407.46ms  8.0820us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [708])
407.46ms  956.20us  cudaMemcpyAsync
408.42ms  4.5990us  cudaMemcpyAsync
408.43ms     293ns  cudaConfigureCall
408.43ms     298ns  cudaSetupArgument
408.43ms     177ns  cudaSetupArgument
408.43ms     178ns  cudaSetupArgument
408.43ms     208ns  cudaSetupArgument
408.43ms     175ns  cudaSetupArgument
408.43ms     173ns  cudaSetupArgument
408.43ms     173ns  cudaSetupArgument
408.43ms  7.9850us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [719])
408.44ms  853.38us  cudaMemcpyAsync
409.29ms  4.6290us  cudaMemcpyAsync
409.30ms     293ns  cudaConfigureCall
409.30ms     290ns  cudaSetupArgument
409.30ms     178ns  cudaSetupArgument
409.30ms     177ns  cudaSetupArgument
409.30ms     171ns  cudaSetupArgument
409.30ms     174ns  cudaSetupArgument
409.30ms     173ns  cudaSetupArgument
409.30ms     172ns  cudaSetupArgument
409.30ms  8.2710us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [730])
409.31ms  1.0696ms  cudaMemcpyAsync
410.38ms  5.0370us  cudaMemcpyAsync
410.38ms     314ns  cudaConfigureCall
410.38ms     304ns  cudaSetupArgument
410.39ms     176ns  cudaSetupArgument
410.39ms     180ns  cudaSetupArgument
410.39ms     173ns  cudaSetupArgument
410.39ms     172ns  cudaSetupArgument
410.39ms     172ns  cudaSetupArgument
410.39ms     171ns  cudaSetupArgument
410.39ms  8.6730us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [741])
410.40ms  719.82us  cudaMemcpyAsync
411.12ms  4.5960us  cudaMemcpyAsync
411.12ms     291ns  cudaConfigureCall
411.12ms     286ns  cudaSetupArgument
411.12ms     180ns  cudaSetupArgument
411.12ms     195ns  cudaSetupArgument
411.12ms     171ns  cudaSetupArgument
411.12ms     171ns  cudaSetupArgument
411.12ms     172ns  cudaSetupArgument
411.12ms     174ns  cudaSetupArgument
411.12ms  8.0640us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [752])
411.13ms  329.92us  cudaMemcpyAsync
411.46ms  4.5870us  cudaMemcpyAsync
411.47ms     288ns  cudaConfigureCall
411.47ms     290ns  cudaSetupArgument
411.47ms     178ns  cudaSetupArgument
411.47ms     179ns  cudaSetupArgument
411.47ms     174ns  cudaSetupArgument
411.47ms     173ns  cudaSetupArgument
411.47ms     171ns  cudaSetupArgument
411.47ms     174ns  cudaSetupArgument
411.47ms  8.0590us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [763])
411.48ms  321.21us  cudaMemcpyAsync
411.80ms  4.6020us  cudaMemcpyAsync
411.81ms     298ns  cudaConfigureCall
411.81ms     286ns  cudaSetupArgument
411.81ms     179ns  cudaSetupArgument
411.81ms     179ns  cudaSetupArgument
411.81ms     168ns  cudaSetupArgument
411.81ms     175ns  cudaSetupArgument
411.81ms     173ns  cudaSetupArgument
411.81ms     170ns  cudaSetupArgument
411.81ms  8.2620us  cudaLaunch (lssStep2(int*, unsigned int*, unsigned int*, int, int, int, int) [774])
411.82ms  312.46us  cudaMemcpyAsync
412.13ms     286ns  cudaConfigureCall
412.13ms     292ns  cudaSetupArgument
412.13ms     180ns  cudaSetupArgument
412.13ms     173ns  cudaSetupArgument
412.13ms     172ns  cudaSetupArgument
412.13ms  8.5800us  cudaLaunch (lssStep3(int*, int*, int, int) [781])
412.14ms  947.57us  cudaDeviceSynchronize
413.09ms  4.0850us  cudaEventRecord
413.10ms  9.8580us  cudaEventSynchronize
413.11ms  2.0810us  cudaEventElapsedTime
413.11ms  1.5810us  cudaEventDestroy
413.11ms     673ns  cudaEventDestroy
413.13ms  1.9330ms  cudaMemcpy
415.06ms  176.62us  cudaFree
415.24ms  130.74us  cudaFree
415.37ms  129.02us  cudaFree
415.50ms  127.78us  cudaFree
415.63ms  7.5540us  cudaFree
415.64ms  5.4710us  cudaFree
415.64ms  5.1360us  cudaFree
415.65ms  125.73us  cudaFree
415.77ms  127.24us  cudaFree
415.90ms  4.9490us  cudaEventRecord
415.91ms  12.586us  cudaEventSynchronize
415.92ms  1.4940us  cudaEventElapsedTime
415.92ms  1.3500us  cudaEventDestroy
415.92ms     752ns  cudaEventDestroy
